"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"RUSSIAN FEDERATION (ASIA)","VERHOJANSK","24266","","1961-1990","","Mean Value","hPa","1029.6","","1029.4","","1022.8","","1015.0","","1010.1","","1007.2","","1007.4","","1009.7","","1013.7","","1016.4","","1021.9","","1024.8","","-9999.9","1","1017.3",""
"RUSSIAN FEDERATION (ASIA)","SELAGONCY","24329","","1961-1990","","Mean Value","hPa","1026.9","","1027.6","","1021.3","","1014.5","","1009.7","","1007.7","","1008.1","","1010.1","","1014.0","","1015.0","","1019.4","","1022.2","","-9999.9","1","1016.4",""
"RUSSIAN FEDERATION (ASIA)","ZIGANSK","24343","","1961-1990","","Mean Value","hPa","1024.9","","1026.1","","1019.7","","1013.7","","1009.5","","1007.0","","1006.8","","1008.9","","1013.1","","1014.8","","1019.1","","1022.0","","-9999.9","1","1015.5",""
"RUSSIAN FEDERATION (ASIA)","TURA","24507","","1961-1990","","Mean Value","hPa","1028.6","","1028.9","","1021.5","","1014.4","","1010.4","","1007.9","","1007.8","","1010.0","","1014.6","","1016.4","","1021.3","","1024.5","","-9999.9","1","1017.2",""
"RUSSIAN FEDERATION (ASIA)","VILJUJSK","24641","","1961-1990","","Mean Value","hPa","1026.2","","1026.9","","1020.3","","1013.6","","1009.2","","1006.9","","1006.5","","1009.1","","1013.8","","1016.1","","1019.9","","1023.2","","-9999.9","1","1016.0",""
"RUSSIAN FEDERATION (ASIA)","OJMJAKON","24688","","1961-1990","","Mean Value","hPa","1035.4","","1035.1","","1027.6","","1016.3","","1009.1","","1005.9","","1005.5","","1008.2","","1013.0","","1018.8","","1027.7","","1034.0","","-9999.9","1","1019.7",""
"RUSSIAN FEDERATION (ASIA)","SUNTAR","24738","","1961-1990","","Mean Value","hPa","1027.0","","1027.4","","1020.7","","1013.5","","1009.1","","1006.9","","1006.3","","1009.2","","1014.5","","1016.8","","1020.6","","1023.5","","-9999.9","1","1016.3",""
"RUSSIAN FEDERATION (ASIA)","ERBOGACEN","24817","","1961-1990","","Mean Value","hPa","1029.4","","1028.8","","1022.0","","1014.9","","1010.1","","1007.7","","1006.6","","1009.7","","1015.5","","1018.7","","1022.1","","1025.9","","-9999.9","1","1017.6",""
"RUSSIAN FEDERATION (ASIA)","VANAVARA","24908","","1961-1990","","Mean Value","hPa","1029.5","","1029.4","","1022.7","","1015.6","","1010.7","","1008.0","","1006.6","","1009.8","","1016.2","","1019.3","","1022.7","","1026.9","","-9999.9","1","1018.1",""
"RUSSIAN FEDERATION (ASIA)","OLEKMINSK","24944","","1961-1990","","Mean Value","hPa","1029.0","","1029.1","","1021.7","","1013.9","","1009.3","","1006.7","","1005.7","","1009.1","","1014.9","","1018.7","","1022.6","","1026.1","","-9999.9","1","1017.2",""
"RUSSIAN FEDERATION (ASIA)","JAKUTSK","24959","","1961-1990","","Mean Value","hPa","1027.8","","1028.0","","1020.5","","1013.1","","1008.2","","1005.9","","1005.4","","1008.0","","1013.1","","1016.9","","1021.4","","1024.8","","-9999.9","1","1016.1",""
"RUSSIAN FEDERATION (ASIA)","UST-MAJA","24966","","1961-1990","","Mean Value","hPa","1028.4","","1028.5","","1020.4","","1012.7","","1008.1","","1006.2","","1005.4","","1007.9","","1012.8","","1016.8","","1021.8","","1025.6","","-9999.9","1","1016.2",""
"RUSSIAN FEDERATION (ASIA)","CAPE SMIDTA","25173","","1961-1990","","Mean Value","hPa","1018.9","","1022.2","","1022.0","","1019.0","","1016.1","","1012.2","","1010.8","","1011.2","","1013.6","","1013.6","","1014.3","","1017.8","","-9999.9","1","1016.0",""
"RUSSIAN FEDERATION (ASIA)","ILIRNEJ","25248","","1961-1990","","Mean Value","hPa","1022.6","","1020.8","","1024.7","","1019.4","","1014.5","","1009.1","","1008.1","","1009.8","","1013.5","","1017.1","","1019.6","","1022.4","","-9999.9","1","1016.8",""
"RUSSIAN FEDERATION (ASIA)","UST-OLOJ","25325","","1961-1990","","Mean Value","hPa","1022.7","","1025.1","","1022.7","","1017.4","","1012.6","","1008.4","","1007.8","","1009.9","","1013.3","","1015.9","","1018.5","","1021.1","","-9999.9","1","1016.3",""
"RUSSIAN FEDERATION (ASIA)","CAPE UELEN","25399","","1961-1990","","Mean Value","hPa","1013.3","","1017.1","","1017.0","","1015.3","","1014.1","","1012.4","","1012.0","","1010.4","","1010.1","","1007.8","","1008.6","","1012.7","","-9999.9","1","1012.6",""
"RUSSIAN FEDERATION (ASIA)","ZYRJANKA","25400","","1961-1990","","Mean Value","hPa","1023.7","","1026.0","","1022.9","","1016.8","","1011.8","","1008.1","","1007.9","","1009.9","","1013.7","","1016.1","","1018.8","","1021.2","","-9999.9","1","1016.4",""
"RUSSIAN FEDERATION (ASIA)","MARKOVO","25551","","1961-1990","","Mean Value","hPa","1014.7","","1018.9","","1019.0","","1016.1","","1013.8","","1009.2","","1008.3","","1009.1","","1012.1","","1013.4","","1013.0","","1015.0","","-9999.9","1","1013.6",""
"RUSSIAN FEDERATION (ASIA)","ANADYR'","25563","","1961-1990","","Mean Value","hPa","1014.0","","1017.7","","1018.6","","1016.4","","1014.4","","1011.4","","1010.5","","1009.8","","1011.8","","1011.8","","1011.0","","1013.1","","-9999.9","1","1013.4",""
"RUSSIAN FEDERATION (ASIA)","PROVIDENJA BAY","25594","","1961-1990","","Mean Value","hPa","1011.0","","1014.1","","1014.2","","1013.5","","1012.8","","1012.1","","1012.0","","1010.3","","1009.6","","1007.8","","1007.3","","1010.2","","-9999.9","1","1011.2",""
"RUSSIAN FEDERATION (ASIA)","SEJMCAN","25703","","1961-1990","","Mean Value","hPa","1024.5","","1026.0","","1022.5","","1016.4","","1011.1","","1007.3","","1007.2","","1009.3","","1013.1","","1016.0","","1019.4","","1022.8","","-9999.9","1","1016.3",""
"RUSSIAN FEDERATION (ASIA)","KAMENSKOE","25744","","1961-1990","","Mean Value","hPa","1011.3","","1015.1","","1015.9","","1014.7","","1012.3","","1009.3","","1008.3","","1008.1","","1010.9","","1011.9","","1009.9","","1011.5","","-9999.9","1","1011.6",""
"RUSSIAN FEDERATION (ASIA)","MAGADAN","25913","","1961-1990","","Mean Value","hPa","1009.7","","1012.7","","1012.7","","1013.3","","1010.8","","1010.2","","1008.1","","1008.8","","1011.1","","1009.9","","1007.7","","1008.4","","-9999.9","1","1010.3",""
"RUSSIAN FEDERATION (ASIA)","KORF","25954","","1961-1990","","Mean Value","hPa","1006.4","","1010.3","","1011.8","","1013.0","","1012.3","","1011.0","","1010.1","","1008.6","","1010.9","","1009.9","","1006.4","","1006.4","","-9999.9","1","1009.8",""
"RUSSIAN FEDERATION (ASIA)","LEVSI","28064","","1961-1990","","Mean Value","hPa","1019.6","","1021.9","","1019.7","","1016.1","","1014.2","","1010.0","","1008.9","","1010.9","","1013.2","","1013.7","","1016.4","","1018.8","","-9999.9","1","1015.3",""
"RUSSIAN FEDERATION (ASIA)","BISER","28138","","1961-1990","","Mean Value","hPa","1021.6","","1023.3","","1021.5","","1016.8","","1015.6","","1010.9","","1009.9","","1012.4","","1014.1","","1015.5","","1018.1","","1019.8","","-9999.9","1","1016.6",""
"RUSSIAN FEDERATION (ASIA)","PERM","28225","","1961-1990","","Mean Value","hPa","1020.6","","1022.9","","1021.6","","1016.9","","1015.3","","1010.9","","1010.1","","1012.4","","1014.2","","1015.5","","1018.0","","1019.2","","-9999.9","1","1016.5",""
"RUSSIAN FEDERATION (ASIA)","TOBOLSK","28275","","1961-1990","","Mean Value","hPa","1022.1","","1023.8","","1022.3","","1017.5","","1014.8","","1010.4","","1008.9","","1011.4","","1014.3","","1015.8","","1019.0","","1021.6","","-9999.9","1","1016.8",""
"RUSSIAN FEDERATION (ASIA)","KRASNOUFIMSK","28434","","1961-1990","","Mean Value","hPa","1022.7","","1022.2","","1022.9","","1017.3","","1015.6","","1011.1","","1009.8","","1012.8","","1014.9","","1016.6","","1019.9","","1021.7","","-9999.9","1","1017.3",""
"RUSSIAN FEDERATION (ASIA)","SVERDLOVSK","28440","","1961-1990","","Mean Value","hPa","1022.4","","1024.2","","1022.9","","1017.6","","1015.8","","1011.3","","1010.1","","1013.0","","1015.4","","1016.7","","1019.9","","1021.8","","-9999.9","1","1017.6",""
"RUSSIAN FEDERATION (ASIA)","TARA","28493","","1961-1990","","Mean Value","hPa","1024.1","","1025.4","","1023.5","","1018.1","","1013.8","","1009.6","","1007.7","","1010.5","","1015.1","","1017.1","","1021.1","","1024.1","","-9999.9","1","1017.5",""
"RUSSIAN FEDERATION (ASIA)","SADRINSK","28552","","1961-1990","","Mean Value","hPa","1023.2","","1024.6","","1023.6","","1018.2","","1015.5","","1010.7","","1009.5","","1012.4","","1015.2","","1016.8","","1020.7","","1022.9","","-9999.9","1","1017.8",""
"RUSSIAN FEDERATION (ASIA)","KURGAN","28661","","1961-1990","","Mean Value","hPa","1024.3","","1025.0","","1024.0","","1018.1","","1015.1","","1010.3","","1008.8","","1012.1","","1015.2","","1017.5","","1021.6","","1023.5","","-9999.9","1","1018.0",""
"RUSSIAN FEDERATION (ASIA)","OMSK","28698","","1961-1990","","Mean Value","hPa","1025.5","","1026.5","","1024.9","","1019.1","","1014.2","","1009.8","","1007.6","","1010.9","","1015.8","","1018.5","","1022.7","","1025.7","","-9999.9","1","1018.4",""
"RUSSIAN FEDERATION (ASIA)","UFA","28722","","1961-1990","","Mean Value","hPa","1023.5","","1025.2","","1023.9","","1018.5","","1016.1","","1011.4","","1010.0","","1013.1","","1015.8","","1018.2","","1021.6","","1022.5","","-9999.9","1","1018.3",""
"RUSSIAN FEDERATION (ASIA)","KUJBYSEV/BEZENCUK","28900","","1961-1990","","Mean Value","hPa","1022.9","","1025.1","","1023.5","","1018.2","","1016.6","","1011.8","","1010.6","","1013.5","","1016.2","","1018.3","","1021.4","","1021.0","","-9999.9","1","1018.3",""
"RUSSIAN FEDERATION (ASIA)","KOLPASEV","29231","","1961-1990","","Mean Value","hPa","1024.9","","1026.4","","1023.4","","1017.8","","1013.1","","1008.8","","1007.3","","1009.5","","1014.8","","1017.8","","1020.7","","1024.7","","-9999.9","1","1017.4",""
"RUSSIAN FEDERATION (ASIA)","JENISEJSK","29263","","1961-1990","","Mean Value","hPa","1028.1","","1029.0","","1023.7","","1017.2","","1012.4","","1008.8","","1006.8","","1009.9","","1016.3","","1019.6","","1023.1","","1027.2","","-9999.9","1","1018.5",""
"RUSSIAN FEDERATION (ASIA)","BOGUCANY","29282","","1961-1990","","Mean Value","hPa","1030.0","","1029.5","","1023.7","","1016.9","","1012.0","","1008.5","","1006.7","","1010.0","","1016.9","","1020.4","","1023.7","","1028.2","","-9999.9","1","1018.9",""
"RUSSIAN FEDERATION (ASIA)","TOMSK","29430","","1961-1990","","Mean Value","hPa","1027.3","","1028.0","","1024.9","","1019.0","","1013.6","","1008.9","","1007.5","","1009.6","","1015.9","","1019.2","","1023.3","","1026.8","","-9999.9","1","1018.7",""
"RUSSIAN FEDERATION (ASIA)","KRASNOJARSK","29574","","1961-1990","","Mean Value","hPa","1022.7","","1021.6","","1017.7","","1011.4","","1002.3","","1002.9","","1000.3","","1003.1","","1010.1","","1014.2","","1017.9","","1021.9","","-9999.9","1","1012.2",""
"RUSSIAN FEDERATION (ASIA)","BARABINSK","29612","","1961-1990","","Mean Value","hPa","1026.5","","1027.9","","1025.6","","1019.7","","1014.5","","1009.6","","1007.6","","1010.1","","1016.1","","1019.1","","1023.2","","1026.9","","-9999.9","1","1018.9",""
"RUSSIAN FEDERATION (ASIA)","NIZNE-UDINSK","29698","","1961-1990","","Mean Value","hPa","1032.3","","1031.5","","1025.9","","1018.7","","1013.5","","1010.0","","1007.1","","1010.8","","1018.2","","1021.6","","1027.5","","1029.9","","-9999.9","1","1020.6",""
"RUSSIAN FEDERATION (ASIA)","BARNAUL","29838","","1961-1990","","Mean Value","hPa","1030.6","","1029.5","","1027.4","","1021.0","","1015.4","","1009.6","","1007.4","","1010.8","","1017.2","","1022.7","","1027.4","","1030.4","","-9999.9","1","1020.8",""
"RUSSIAN FEDERATION (ASIA)","MINUSINSK","29866","","1961-1990","","Mean Value","hPa","1033.1","","1032.0","","1027.4","","1020.4","","1014.9","","1009.9","","1006.9","","1010.6","","1018.3","","1023.6","","1029.0","","1032.7","","-9999.9","1","1021.6",""
"RUSSIAN FEDERATION (ASIA)","VITIM","30054","","1961-1990","","Mean Value","hPa","1031.2","","1030.5","","1022.7","","1015.1","","1009.8","","1007.7","","1005.6","","1009.5","","1016.2","","1020.2","","1023.7","","1027.8","","-9999.9","1","1018.3",""
"RUSSIAN FEDERATION (ASIA)","KIRENSK","30230","","1961-1990","","Mean Value","hPa","1032.2","","1031.4","","1024.2","","1016.3","","1010.3","","1008.1","","1005.6","","1009.7","","1017.1","","1021.7","","1025.2","","1029.9","","-9999.9","1","1019.3",""
"RUSSIAN FEDERATION (ASIA)","BRATSK","30309","","1961-1990","","Mean Value","hPa","1031.8","","1030.5","","1026.0","","1017.9","","1011.3","","1009.1","","1006.1","","1010.1","","1017.5","","1022.0","","1025.5","","1029.8","","-9999.9","1","1019.8",""
"RUSSIAN FEDERATION (ASIA)","CARA","30372","","1961-1990","","Mean Value","hPa","1035.5","","1033.8","","1025.3","","1015.7","","1010.5","","1007.5","","1005.5","","1009.5","","1016.0","","1021.6","","1026.7","","1032.4","","-9999.9","1","1020.0",""
"RUSSIAN FEDERATION (ASIA)","CULMAN/NERIUGRI","30393","","1961-1990","","Mean Value","hPa","1035.1","","1033.8","","1024.8","","1015.4","","1010.2","","1007.7","","1006.4","","1009.2","","1015.3","","1020.7","","1026.6","","1031.1","","-9999.9","1","1019.7",""
"RUSSIAN FEDERATION (ASIA)","NIZNEANGARSK","30433","","1961-1990","","Mean Value","hPa","1036.8","","1035.7","","1029.7","","1021.9","","1017.8","","1012.5","","1009.1","","1012.7","","1020.7","","1026.1","","1029.5","","1033.5","","-9999.9","1","1023.8",""
"RUSSIAN FEDERATION (ASIA)","KALAKAN","30469","","1961-1990","","Mean Value","hPa","1036.4","","1032.8","","1024.3","","1013.8","","1009.2","","1006.5","","1004.1","","1008.4","","1015.7","","1021.9","","1028.3","","1034.2","","-9999.9","1","1019.6",""
"RUSSIAN FEDERATION (ASIA)","ZIGALOVO","30521","","1961-1990","","Mean Value","hPa","1037.1","","1034.2","","1027.2","","1019.4","","1014.4","","1009.9","","1006.0","","1011.0","","1018.8","","1024.2","","1029.5","","1034.7","","-9999.9","1","1022.2",""
"RUSSIAN FEDERATION (ASIA)","BOGDARIN","30554","","1961-1990","","Mean Value","hPa","1035.1","","1032.8","","1025.5","","1015.8","","1010.5","","1007.3","","1005.2","","1009.5","","1016.5","","1022.7","","1027.9","","1032.8","","-9999.9","1","1020.1",""
"RUSSIAN FEDERATION (ASIA)","UST-BARGUZIN","30635","","1961-1990","","Mean Value","hPa","1033.6","","1032.7","","1021.8","","1018.1","","1013.5","","1009.2","","1005.8","","1009.6","","1016.7","","1022.3","","1025.6","","1028.9","","-9999.9","1","1019.8",""
"RUSSIAN FEDERATION (ASIA)","MOGOCA","30673","","1961-1990","","Mean Value","hPa","1030.9","","1029.3","","1022.1","","1012.8","","1008.1","","1006.0","","1004.4","","1008.5","","1014.5","","1020.2","","1025.4","","1029.7","","-9999.9","1","1017.7",""
"RUSSIAN FEDERATION (ASIA)","SKOVORODINO","30692","","1961-1990","","Mean Value","hPa","1027.3","","1026.3","","1019.9","","1011.6","","1009.0","","1005.8","","1004.4","","1007.8","","1013.4","","1018.5","","1023.3","","1026.0","","-9999.9","1","1016.1",""
"RUSSIAN FEDERATION (ASIA)","IRKUTSK","30710","","1961-1990","","Mean Value","hPa","1033.8","","1032.2","","1026.6","","1019.0","","1013.7","","1009.2","","1006.2","","1010.5","","1018.2","","1023.6","","1028.2","","1032.3","","-9999.9","1","1021.1",""
"RUSSIAN FEDERATION (ASIA)","CITA/KADALA","30758","","1961-1990","","Mean Value","hPa","1034.2","","1031.4","","1024.0","","1015.4","","1009.7","","1006.0","","1003.9","","1008.6","","1015.7","","1021.7","","1027.0","","1031.5","","-9999.9","1","1019.1",""
"RUSSIAN FEDERATION (ASIA)","ULAN-UDE/MUHINO","30823","","1961-1990","","Mean Value","hPa","1036.5","","1034.2","","1026.8","","1018.3","","1012.9","","1008.1","","1005.0","","1009.7","","1017.3","","1024.0","","1028.3","","1032.7","","-9999.9","1","1021.1",""
"RUSSIAN FEDERATION (ASIA)","NERCINSKIJ ZAVOD","30879","","1961-1990","","Mean Value","hPa","1031.4","","1029.6","","1021.9","","1012.4","","1007.4","","1005.2","","1003.9","","1008.0","","1014.0","","1019.8","","1023.8","","1026.9","","-9999.9","1","1017.0",""
"RUSSIAN FEDERATION (ASIA)","KYRA","30949","","1961-1990","","Mean Value","hPa","1033.7","","1031.0","","1023.9","","1015.1","","1010.1","","1006.2","","1004.2","","1008.9","","1016.3","","1022.5","","1028.1","","1031.8","","-9999.9","1","1019.3",""
"RUSSIAN FEDERATION (ASIA)","BORZJA","30965","","1961-1990","","Mean Value","hPa","1032.9","","1031.1","","1023.2","","1013.2","","1008.6","","1005.2","","1003.5","","1007.7","","1014.6","","1021.0","","1026.5","","1030.8","","-9999.9","1","1018.2",""
"RUSSIAN FEDERATION (ASIA)","ALDAN","31004","","1961-1990","","Mean Value","hPa","1029.2","","1029.5","","1022.3","","1014.2","","1009.6","","1007.1","","1006.0","","1009.4","","1015.3","","1020.0","","1023.3","","1026.1","","-9999.9","1","1017.7",""
"RUSSIAN FEDERATION (ASIA)","OHOTSK","31088","","1961-1990","","Mean Value","hPa","1012.0","","1014.5","","1014.5","","1013.0","","1011.1","","1009.8","","1008.4","","1008.6","","1010.4","","1010.5","","1009.6","","1010.6","","-9999.9","1","1011.1",""
"RUSSIAN FEDERATION (ASIA)","AJAN","31168","","1961-1990","","Mean Value","hPa","1015.3","","1017.6","","1016.1","","1013.1","","1011.0","","1009.8","","1008.3","","1009.1","","1011.6","","1012.8","","1013.0","","1013.8","","-9999.9","1","1012.6",""
"RUSSIAN FEDERATION (ASIA)","BOMNAK","31253","","1961-1990","","Mean Value","hPa","1026.1","","1024.9","","1018.2","","1011.3","","1007.5","","1006.2","","1005.4","","1008.0","","1012.7","","1016.8","","1021.5","","1024.6","","-9999.9","1","1015.3",""
"RUSSIAN FEDERATION (ASIA)","EKIMCAN","31329","","1961-1990","","Mean Value","hPa","1026.1","","1024.2","","1017.8","","1011.6","","1007.8","","1006.5","","1005.9","","1008.4","","1012.9","","1016.5","","1021.7","","1024.5","","-9999.9","1","1015.3",""
"RUSSIAN FEDERATION (ASIA)","NIKOLAEVSK-ON-AMUR","31369","","1961-1990","","Mean Value","hPa","1015.8","","1016.1","","1014.2","","1011.3","","1008.9","","1008.1","","1006.7","","1007.6","","1010.9","","1011.4","","1012.5","","1013.9","","-9999.9","1","1011.5",""
"RUSSIAN FEDERATION (ASIA)","IM POLINY OSIPENKO","31416","","1961-1990","","Mean Value","hPa","1018.6","","1019.0","","1015.3","","1011.1","","1008.0","","1006.9","","1005.8","","1007.3","","1011.0","","1013.2","","1015.3","","1017.1","","-9999.9","1","1012.4",""
"RUSSIAN FEDERATION (ASIA)","BLAGOVESCENSK","31510","","1961-1990","","Mean Value","hPa","1023.6","","1022.7","","1017.2","","1009.9","","1006.2","","1004.8","","1003.8","","1006.6","","1011.5","","1016.3","","1020.2","","1022.3","","-9999.9","1","1013.8",""
"RUSSIAN FEDERATION (ASIA)","EKATERINO-NIKOL'SKO","31707","","1961-1990","","Mean Value","hPa","1021.6","","1021.0","","1016.2","","1010.2","","1006.9","","1005.6","","1004.4","","1006.8","","1012.1","","1015.9","","1019.5","","1022.1","","-9999.9","1","1013.5",""
"RUSSIAN FEDERATION (ASIA)","HABAROVSK/NOVY","31735","","1961-1990","","Mean Value","hPa","1019.1","","1018.8","","1014.8","","1010.5","","1007.0","","1005.9","","1005.0","","1006.8","","1011.6","","1014.1","","1016.9","","1018.2","","-9999.9","1","1012.4",""
"RUSSIAN FEDERATION (ASIA)","CAPE ZOLOTOJ","31829","","1961-1990","","Mean Value","hPa","1016.0","","1015.9","","1014.4","","1012.6","","1009.4","","1009.0","","1008.6","","1009.3","","1013.0","","1012.7","","1013.7","","1012.1","","-9999.9","1","1012.2",""
"RUSSIAN FEDERATION (ASIA)","TERNEJ","31909","","1961-1990","","Mean Value","hPa","1017.1","","1017.2","","1015.2","","1012.0","","1010.3","","1010.4","","1008.4","","1009.2","","1012.1","","1014.4","","1017.1","","1016.2","","-9999.9","1","1013.3",""
"RUSSIAN FEDERATION (ASIA)","VLADIVOSTOK","31960","","1961-1990","","Mean Value","hPa","1021.8","","1021.6","","1017.6","","1014.4","","1010.3","","1008.6","","1007.2","","1008.6","","1013.8","","1018.1","","1020.6","","1021.4","","-9999.9","1","1015.3",""
"RUSSIAN FEDERATION (ASIA)","ALEKSANDROVSK-SAHAL","32061","","1961-1990","","Mean Value","hPa","1014.8","","1015.9","","1014.7","","1012.2","","1008.9","","1009.0","","1008.8","","1009.3","","1012.7","","1011.1","","1012.5","","1012.1","","-9999.9","1","1011.8",""
"RUSSIAN FEDERATION (ASIA)","PORONAJSK","32098","","1961-1990","","Mean Value","hPa","1013.6","","1015.0","","1014.6","","1012.2","","1010.0","","1011.5","","1010.7","","1010.7","","1012.5","","1011.3","","1012.7","","1011.3","","-9999.9","1","1012.2",""
"RUSSIAN FEDERATION (ASIA)","JUZNO-SAHALINSK","32150","","1961-1990","","Mean Value","hPa","1011.6","","1013.2","","1012.2","","1012.3","","1010.2","","1009.8","","1008.8","","1009.9","","1012.3","","1013.6","","1013.0","","1011.4","","-9999.9","1","1011.5",""
"RUSSIAN FEDERATION (ASIA)","JUZNO-KURILSK","32165","","1961-1990","","Mean Value","hPa","1011.7","","1013.1","","1013.9","","1014.2","","1011.9","","1012.1","","1012.1","","1012.1","","1013.8","","1013.7","","1014.0","","1011.2","","-9999.9","1","1012.8",""
"RUSSIAN FEDERATION (ASIA)","SIMUSIR ISLAND","32195","","1961-1990","","Mean Value","hPa","1004.2","","1007.2","","1009.3","","1013.3","","1011.4","","1012.3","","1011.8","","1011.9","","1014.1","","1013.8","","1011.4","","1007.9","","-9999.9","1","1010.7",""
"RUSSIAN FEDERATION (ASIA)","UST'VAJAMPOLKA","32252","","1961-1990","","Mean Value","hPa","1005.7","","1008.6","","1010.4","","1012.1","","1011.4","","1010.7","","1010.0","","1009.0","","1011.1","","1009.0","","1005.5","","1005.2","","-9999.9","1","1009.1",""
"RUSSIAN FEDERATION (ASIA)","KLJUCI","32389","","1961-1990","","Mean Value","hPa","1004.5","","1007.2","","1008.9","","1011.1","","1010.8","","1009.7","","1009.1","","1008.4","","1010.5","","1008.8","","1005.3","","1004.6","","-9999.9","1","1008.2",""
"RUSSIAN FEDERATION (ASIA)","UST-KAMCATSK","32408","","1961-1990","","Mean Value","hPa","1002.9","","1006.2","","1008.2","","1011.3","","1011.8","","1011.0","","1010.2","","1009.1","","1010.8","","1008.8","","1004.8","","1003.5","","-9999.9","1","1008.2",""
"RUSSIAN FEDERATION (ASIA)","ICA","32411","","1961-1990","","Mean Value","hPa","1003.3","","1006.6","","1008.5","","1011.8","","1011.1","","1011.4","","1010.5","","1009.2","","1011.2","","1008.7","","1005.2","","1003.5","","-9999.9","1","1008.4",""
"RUSSIAN FEDERATION (ASIA)","PETROPAVLOVSK-KAMCA","32540","","1961-1990","","Mean Value","hPa","993.0","","996.0","","998.5","","1003.2","","1003.9","","1003.7","","1003.4","","1002.3","","1004.0","","1001.7","","997.6","","993.6","","-9999.9","1","1000.1",""
"RUSSIAN FEDERATION (ASIA)","OKTIABR'SKAYA","32564","","1961-1990","","Mean Value","hPa","1001.7","","1004.1","","1007.0","","1011.3","","1011.4","","1011.5","","1011.0","","1009.9","","1011.8","","1009.3","","1005.6","","1002.5","","-9999.9","1","1008.1",""
"RUSSIAN FEDERATION (ASIA)","NIKOLSKOE/BERINGA","32618","","1961-1990","","Mean Value","hPa","999.3","","1003.1","","1005.1","","1010.0","","1011.1","","1010.9","","1010.9","","1008.9","","1010.5","","1008.5","","1003.2","","1000.3","","-9999.9","1","1006.8",""
"RUSSIAN FEDERATION (ASIA)","ORENBURG","35121","","1961-1990","","Mean Value","hPa","1024.9","","1026.4","","1024.5","","1019.1","","1016.0","","1011.1","","1009.8","","1013.0","","1016.8","","1019.6","","1023.7","","1024.2","","-9999.9","1","1019.1",""
"RUSSIAN FEDERATION (ASIA)","TAMDY-BULAK","38413","","1961-1990","","Mean Value","hPa","1026.4","","1025.7","","1021.2","","1016.1","","1013.4","","1008.3","","1005.5","","1008.6","","1015.3","","1021.7","","1025.7","","1025.0","","-9999.9","1","1017.7",""
"RUSSIAN FEDERATION (ASIA)","LENINBAD","38599","","1961-1990","","Mean Value","hPa","1026.7","","1025.0","","1020.7","","1015.4","","1012.5","","1006.6","","1003.5","","1006.1","","1013.7","","1020.9","","1025.1","","1025.7","","-9999.9","1","1016.8",""
"RUSSIAN FEDERATION (ASIA)","FERGANA","38618","","1961-1990","","Mean Value","hPa","1027.6","","1025.7","","1020.7","","1015.3","","1012.5","","1006.7","","1003.0","","1005.9","","1013.6","","1021.7","","1026.4","","1027.2","","-9999.9","1","1017.2",""
"RUSSIAN FEDERATION (ASIA)","TERMEZ","38927","","1961-1990","","Mean Value","hPa","1025.0","","1023.3","","1019.3","","1014.3","","1010.7","","1004.3","","1000.7","","1003.8","","1011.9","","1018.3","","1023.7","","1024.1","","-9999.9","1","1014.9",""
"RUSSIAN FEDERATION (EUROPE)","MURMANSK","22113","","1961-1990","","Mean Value","hPa","1008.2","","1010.0","","1010.7","","1012.7","","1016.9","","1012.7","","1012.2","","1012.6","","1008.7","","1007.2","","1005.2","","1005.1","","-9999.9","1","1010.2",""
"RUSSIAN FEDERATION (EUROPE)","KANIN NOS (CAPE)","22165","","1961-1990","","Mean Value","hPa","1007.8","","1011.3","","1010.1","","1011.8","","1016.1","","1012.6","","1012.5","","1012.0","","1009.0","","1006.8","","1004.6","","1003.7","","-9999.9","1","1009.9",""
"RUSSIAN FEDERATION (EUROPE)","KANDALAKSA","22217","","1961-1990","","Mean Value","hPa","1010.5","","1012.7","","1011.5","","1012.6","","1016.7","","1012.5","","1011.8","","1012.6","","1009.7","","1009.1","","1007.2","","1006.8","","-9999.9","1","1011.1",""
"RUSSIAN FEDERATION (EUROPE)","GRIDINO","22422","","1961-1990","","Mean Value","hPa","1011.1","","1012.4","","1011.6","","1012.5","","1016.8","","1012.8","","1011.8","","1012.5","","1009.6","","1008.8","","1007.1","","1007.7","","-9999.9","1","1011.2",""
"RUSSIAN FEDERATION (EUROPE)","KEM (PORT)","22522","","1961-1990","","Mean Value","hPa","1012.1","","1013.7","","1012.4","","1013.1","","1016.5","","1012.5","","1011.7","","1012.6","","1009.9","","1009.6","","1007.5","","1007.3","","-9999.9","1","1011.6",""
"RUSSIAN FEDERATION (EUROPE)","ARHANGELSK","22550","","1961-1990","","Mean Value","hPa","1012.8","","1014.9","","1013.7","","1013.0","","1016.4","","1012.2","","1011.5","","1012.0","","1010.6","","1010.0","","1008.8","","1008.8","","-9999.9","1","1012.1",""
